certificate_no,customer_no,customer_name,city,state,customer_type
74-R-0040,1482,TEXAS WOMANS UNIVERSITY,DENTON,TX,RESEARCH FACILITY
74-R-0044,1414,BETHYL LABORATORIES INC.,MONTGOMERY,TX,RESEARCH FACILITY
74-R-0046,1501,TEXAS CHRISTIAN UNIVERSITY,FORT WORTH,TX,RESEARCH FACILITY
74-R-0048,1514,TEXAS STATE UNIVERSITY,SAN MARCOS,TX,RESEARCH FACILITY
74-R-0049,1503,STILLMEADOW INC.,SUGAR LAND,TX,RESEARCH FACILITY
74-R-0050,1481,TEXAS TECH UNIVERSITY H S C,LUBBOCK,TX,RESEARCH FACILITY
74-R-0054,1427,CEDAR VALLEY COLLEGE,LANCASTER,TX,RESEARCH FACILITY
74-R-0065,1476,UNIVERSITY OF TEXAS - M.D. ANDERSON CANCER CENTER,HOUSTON,TX,RESEARCH FACILITY
74-R-0066,1472,UNIVERSITY OF TEXAS-DALLAS,RICHARDSON,TX,RESEARCH FACILITY
74-R-0068,1454,UNIVERSITY OF TEXAS,HOUSTON,TX,RESEARCH FACILITY
74-R-0069,1473,UNIVERSITY OF TEXAS- EL PASO,EL PASO,TX,RESEARCH FACILITY
74-R-0070,1474,UNIVERSITY OF TEXAS- SAN ANTONIO,SAN ANTONIO,TX,RESEARCH FACILITY
74-R-0071,1455,UNIVERSITY OF TEXAS,SAN ANTONIO,TX,RESEARCH FACILITY
74-R-0072,1464,UNIVERSITY OF TEXAS,DALLAS,TX,RESEARCH FACILITY
74-R-0073,1469,UNIVERSITY OF TEXAS,GALVESTON,TX,RESEARCH FACILITY
74-R-0075,1452,UNIVERSITY OF TEXAS - ARLINGTON,ARLINGTON,TX,RESEARCH FACILITY
74-R-0078,1477,UNIVERSITY OF TEXAS,TYLER,TX,RESEARCH FACILITY
74-R-0081,1502,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER,FORT WORTH,TX,RESEARCH FACILITY
74-R-0094,1497,TEXAS A & M UNIVERSITY-KINGSVILLE,KINGSVILLE,TX,RESEARCH FACILITY
74-R-0099,1510,MARVIN L SHARP D.V.M.,VERNON,TX,RESEARCH FACILITY
74-R-0105,1392,LONE STAR COLLEGE - TOMBALL,THE WOODLANDS,TX,RESEARCH FACILITY
74-R-0146,1592,TEXAS PARKS & WILDLIFE DEPARTMENT,HUNT,TX,RESEARCH FACILITY
74-R-0157,1645,PALO ALTO COLLEGE,SAN ANTONIO,TX,RESEARCH FACILITY
74-R-0167,1821,PROBETEX INC.,SAN ANTONIO,TX,RESEARCH FACILITY
74-R-0173,5404,DAVE SPEAR,DALLAS,TX,RESEARCH FACILITY
74-R-0177,18136,MC LENNAN COMMUNITY COLLEGE,WACO,TX,RESEARCH FACILITY
74-R-0185,37111,ISO-TEX DIAGNOSTICS INC.,FRIENDSWOOD,TX,RESEARCH FACILITY
74-R-0189,39569,SOUND TECHNOLOGIES INC,ARLINGTON,TX,RESEARCH FACILITY
74-R-0190,41027,BIOO SCIENTIFIC CORPORATION,AUSTIN,TX,RESEARCH FACILITY
74-R-0196,41346,AVATAR WORLDLINK LLC,UNIVERSAL CITY,TX,RESEARCH FACILITY
74-R-0199,321005,BRIDGE PTS,SAN ANTONIO,TX,RESEARCH FACILITY
74-R-0204,326234,THE AUSTIN SAVANNA LLC,BUDA,TX,RESEARCH FACILITY
74-R-0206,325489,WEST TEXAS A & M UNIVERSITY,CANYON,TX,RESEARCH FACILITY
74-R-0209,327507,BLINN COLLEGE,BRYAN,TX,RESEARCH FACILITY
74-R-0210,327559,STEADFAST ENTERPRISES LLC,SEGUIN,TX,RESEARCH FACILITY
74-R-0212,329347,VETERINARY HEALTH SOURCE LLC,CANYON,TX,RESEARCH FACILITY
74-R-0213,28223,AUSTIN COLLEGE,SHERMAN,TX,RESEARCH FACILITY
74-R-0214,1362,QUALITY BIORESOURCES INC,SEGUIN,TX,RESEARCH FACILITY
74-R-0215,1603,PRAIRIE VIEW A & M UNIVERSITY,PRAIRIE VIEW,TX,RESEARCH FACILITY
74-R-0216,321004,THE UNIVERSITY OF TEXAS RIO GRANDE VALLEY,BROWNSVILLE,TX,RESEARCH FACILITY
74-R-0217,333909,TEXAS VET LAB INC.,SAN ANGELO,TX,RESEARCH FACILITY
74-R-0218,326903,TEXAS A & M UNIVERSITY-COMMERCE,COMMERCE,TX,RESEARCH FACILITY
74-R-0219,3880,FORT WORTH ZOOLOGICAL PARK,FORT WORTH,TX,RESEARCH FACILITY
74-R-0220,335142,TRAVIS GLASS,LEXINGTON,TX,RESEARCH FACILITY
74-R-0221,334128,TARLETON STATE UNIVERSITY,STEPHENVILLE,TX,RESEARCH FACILITY
74-R-0222,501202,WARRIOR ELITE TACTICAL LLC,SAN ANTONIO,TX,RESEARCH FACILITY
74-R-0223,1759,TYLER JUNIOR COLLEGE,TYLER,TX,RESEARCH FACILITY
74-R-0224,502147,SEBASTIAN BOL,MICO,TX,RESEARCH FACILITY
74-R-0226,42194,THE METHODIST HOSPITAL RESEARCH INSTITUTE,HOUSTON,TX,RESEARCH FACILITY
74-R-0228,503606,VETERINARY EMERGENCY AND CRITICAL CARE SOCIETY,SAN ANTONIO,TX,RESEARCH FACILITY
74-R-0229,504696,ARC COMPANION,CANYON,TX,RESEARCH FACILITY
74-R-0230,14297,"FABGENNIX INTERNATIONAL, INC",FRISCO,TX,RESEARCH FACILITY
87-G-0001,335445,POISONOUS PLANT RESEARCH LABORATORY,LOGAN,UT,AGRICULTURE RESEARCH FACILITY
87-R-0001,12,UNIVERSITY OF UTAH,SALT LAKE CITY,UT,RESEARCH FACILITY
87-R-0002,2,UTAH STATE UNIVERSITY,LOGAN,UT,RESEARCH FACILITY
87-R-0003,3,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,RESEARCH FACILITY
87-R-0008,5,WEBER STATE UNIVERSITY,OGDEN,UT,RESEARCH FACILITY
87-R-0021,20654,"C SQUARE EDUCATIONAL ENTERPRISES, INC.",WEST JORDAN,UT,RESEARCH FACILITY
87-R-0022,21308,IBEX PRECLINICAL RESEARCH INC.,LOGAN,UT,RESEARCH FACILITY
87-R-0024,42802,MT. STERLING BIOMEDICAL,PARADISE,UT,RESEARCH FACILITY
10-F-0008,431,US DEPARTMENT OF THE INTERIOR,HERNDON,VA,FEDERAL RESEARCH FACILITY
52-R-0001,496,BLUE RIDGE COMMUNITY COLLEGE,WEYERS CAVE,VA,RESEARCH FACILITY
52-R-0002,504,COLLEGE OF WILLIAM AND MARY,WILLIAMSBURG,VA,RESEARCH FACILITY
52-R-0003,497,EASTERN VIRGINIA MEDICAL SCHOOL,NORFOLK,VA,RESEARCH FACILITY
52-R-0004,498,GEORGE MASON UNIVERSITY,FAIRFAX,VA,RESEARCH FACILITY
52-R-0009,494,OLD DOMINION UNIVERSITY,NORFOLK,VA,RESEARCH FACILITY
52-R-0011,495,UNIVERSITY OF VIRGINIA,CHARLOTTESVILLE,VA,RESEARCH FACILITY
52-R-0012,492,V A POLYTECHNIC INSTITUTE & STATE UNIVERSITY,BLACKSBURG,VA,RESEARCH FACILITY
52-R-0013,482,WASHINGTON AND LEE UNIVERSITY,LEXINGTON,VA,RESEARCH FACILITY
52-R-0029,483,NORTHERN VIRGINIA COMMUNITY COLLEGE,STERLING,VA,RESEARCH FACILITY
52-R-0113,30615,LUNG LLC,BLACKSBURG,VA,RESEARCH FACILITY
52-R-0114,31678,ATSCC,CHESAPEAKE,VA,RESEARCH FACILITY
52-R-0119,40337,AMERICAN TYPE CULTURE COLLECTIONS,MANASSAS,VA,RESEARCH FACILITY
52-R-0121,35737,CHRISTOPHER NEWPORT UNIVERSITY,NEWPORT NEWS,VA,RESEARCH FACILITY
52-R-0122,322381,VXL ENTERPRISES LLC,ALEXANDRIA,VA,RESEARCH FACILITY
52-R-0124,493,VIRGINIA COMMONWEALTH UNIVERSITY,RICHMOND,VA,RESEARCH FACILITY
52-R-0129,327195,TIER ONE QUALITY SOLUTIONS,VIRGINIA BEACH,VA,RESEARCH FACILITY
52-R-0130,330020,JAMES MADISON UNIVERSITY,HARRISONBURG,VA,RESEARCH FACILITY
52-R-0131,330617,GOV SOURCE INCORPORATED,RESTON,VA,RESEARCH FACILITY
52-R-0133,503094,BIOTHERAPEUTICS INC,BLACKSBURG,VA,RESEARCH FACILITY
52-R-0134,500524,TEMPLAR MEDICAL,VIRGINIA BEACH,VA,RESEARCH FACILITY
13-R-0001,273,UNIVERSITY OF VERMONT,BURLINGTON,VT,RESEARCH FACILITY
13-R-0009,265,VERMONT TECHNICAL COLLEGE,RANDOLPH CENTER,VT,RESEARCH FACILITY
13-R-0010,9011,MIDDLEBURY COLLEGE,MIDDLEBURY,VT,RESEARCH FACILITY
13-R-0011,14681,THE BINDING SITE VT INC,FAIRHAVEN,VT,RESEARCH FACILITY
91-G-0001,335443,ADRU,PULLMAN,WA,AGRICULTURE RESEARCH FACILITY
91-R-0001,1016,UNIVERSITY OF WASHINGTON,SEATTLE,WA,RESEARCH FACILITY
91-R-0002,1026,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,RESEARCH FACILITY
91-R-0006,1018,BATTELLE MEMORIAL INSTITUTE,RICHLAND,WA,RESEARCH FACILITY
91-R-0011,1021,JUBILANT HOLLISTER-STIER (JHS),SPOKANE,WA,RESEARCH FACILITY
91-R-0018,1023,PIERCE COLLEGE,LAKEWOOD,WA,RESEARCH FACILITY
91-R-0023,1024,CENTRAL WASHINGTON UNIVERSITY,ELLENSBURG,WA,RESEARCH FACILITY
91-R-0025,1025,FRED HUTCHINSON CANCER RESEARCH CENTER,SEATTLE,WA,RESEARCH FACILITY
91-R-0030,1028,V M R D INC.,PULLMAN,WA,RESEARCH FACILITY
91-R-0053,11124,SNBL USA LTD,EVERETT,WA,RESEARCH FACILITY
91-R-0054,15097,TRIPLE J FARMS & KENT LABS,BELLINGHAM,WA,RESEARCH FACILITY
91-R-0059,1268,SEATTLE CHILDRENS RESEARCH INSTITUTE,SEATTLE,WA,RESEARCH FACILITY
91-R-0061,36846,INFECTIOUS DISEASE RESEARCH INSTITUTE (IDRI),SEATTLE,WA,RESEARCH FACILITY
91-R-0065,44874,OMEROS CORP.,SEATTLE,WA,RESEARCH FACILITY
91-R-0066,45412,R & R RESEARCH LLC,STANWOOD,WA,RESEARCH FACILITY
91-R-0069,12155,DEPLOYMENT MEDICINE INTERNATIONAL,GIG HARBOR,WA,RESEARCH FACILITY
91-R-0070,324734,SEATTLE PACIFIC UNIVERSITY,SEATTLE,WA,RESEARCH FACILITY
91-R-0072,331329,PI BIOSCIENTIFIC INC.,SEATTLE,WA,RESEARCH FACILITY
91-R-0073,334416,BELLINGHAM TECHNICAL COLLEGE,BELLINGHAM,WA,RESEARCH FACILITY
91-R-0074,1020,EASTERN WASHINGTON UNIVERSITY,CHENEY,WA,RESEARCH FACILITY
35-G-0001,334470,U S DAIRY FORAGE RESEARCH CENTER,MADISON,WI,AGRICULTURE RESEARCH FACILITY
35-G-0002,500503,UNIVERSITY OF WISCONSIN MILWAUKEE AQUACULTURE,MILWAUKEE,WI,AGRICULTURE RESEARCH FACILITY
35-R-0001,616,UNIVERSITY OF WISCONSIN MADISON,MADISON,WI,RESEARCH FACILITY
35-R-0004,769,RIDGLAN FARMS INC,MOUNT HOREB,WI,RESEARCH FACILITY
35-R-0010,614,UNIVERSITY OF WISCONSIN-RIVER FALLS,RIVER FALLS,WI,RESEARCH FACILITY
35-R-0014,608,UNIVERSITY OF WISCONSIN-WHITEWATER,WHITEWATER,WI,RESEARCH FACILITY
35-R-0015,611,UNIVERSITY OF WISCONSIN-LA CROSSE,LA CROSSE,WI,RESEARCH FACILITY
35-R-0016,617,MADISON AREA TECHNICAL COLLEGE,MADISON,WI,RESEARCH FACILITY
35-R-0017,612,UNIVERSITY OF WISCONSIN-MILWAUKEE,MILWAUKEE,WI,RESEARCH FACILITY
35-R-0029,634,MEDICAL COLLEGE OF WISCONSIN,MILWAUKEE,WI,RESEARCH FACILITY
35-R-0030,640,COVANCE LABORATORIES INC,MADISON,WI,RESEARCH FACILITY
35-R-0034,639,GENEVA LABORATORIES INC,ELKHORN,WI,RESEARCH FACILITY
35-R-0107,636,BELL LABORATORIES INC,MADISON,WI,RESEARCH FACILITY
35-R-0111,795,UNIVERSITY OF WISCONSIN-OSHKOSH,OSHKOSH,WI,RESEARCH FACILITY
35-R-0116,13171,GENESIS MIDWEST LLC,NEILLSVILLE,WI,RESEARCH FACILITY
35-R-0119,37011,SURPASS INC,OSCEOLA,WI,RESEARCH FACILITY
35-R-0122,40729,UNITED VACCINES INC,VERONA,WI,RESEARCH FACILITY
35-R-0127,323964,SPF NORTH AMERICA INC,MONDOVI,WI,RESEARCH FACILITY
35-R-0130,329834,MILWAUKEE CAREER COLLEGE,MILWAUKEE,WI,RESEARCH FACILITY
35-R-0132,335800,COOPERATIVE RESOURCES INTERNATIONAL,SHAWANO,WI,RESEARCH FACILITY
35-R-0133,610,UNIVERSITY OF WISCONSIN-EAU CLAIRE,EAU CLAIRE,WI,RESEARCH FACILITY
54-G-0001,334160,USDA ARS NATL CENTER COOL / COLD WATER AQUACULTURE,KEARNEYSVILLE,WV,AGRICULTURE RESEARCH FACILITY
54-R-0001,276,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,RESEARCH FACILITY
54-R-0002,277,W V SCHOOL OF OSTEOPATHIC MEDICINE,LEWISBURG,WV,RESEARCH FACILITY
54-R-0003,278,PIERPONT COMMUNITY TECHNICAL COLLEGE,FAIRMONT,WV,RESEARCH FACILITY
54-R-0004,279,MARSHALL UNIVERSITY,HUNTINGTON,WV,RESEARCH FACILITY
54-R-0008,321496,CARVER CAREER CENTER,CHARLESTON,WV,RESEARCH FACILITY
54-R-0009,332788,MOUNTWEST COMMUNITY AND TECHNICAL COLLEGE,HUNTINGTON,WV,RESEARCH FACILITY
83-R-0001,16,UNIVERSITY OF WYOMING,LARAMIE,WY,RESEARCH FACILITY
83-R-0004,17,EASTERN WYOMING COLLEGE,TORRINGTON,WY,RESEARCH FACILITY
83-R-0005,1666,WYOMING GAME & FISH DEPARTMENT,WHEATLAND,WY,RESEARCH FACILITY
64-R-0001,878,SOUTHERN RESEARCH INSTITUTE,BIRMINGHAM,AL,RESEARCH FACILITY
64-R-0004,832,UNIVERSITY OF ALABAMA AT BIRMINGHAM,BIRMINGHAM,AL,RESEARCH FACILITY
64-R-0005,833,AUBURN UNIVERSITY,AUBURN,AL,RESEARCH FACILITY
64-R-0008,854,UNIVERSITY OF SOUTH ALABAMA,MOBILE,AL,RESEARCH FACILITY
64-R-0009,834,UNIVERSITY OF ALABAMA,TUSCALOOSA,AL,RESEARCH FACILITY
64-R-0018,835,SOUTHERN BIOTECHNOLOGY ASSOCIATES INC,BIRMINGHAM,AL,RESEARCH FACILITY
64-R-0102,928,BLUE RIDGE KENNEL,WETUMPKA,AL,RESEARCH FACILITY
71-G-0001,334026,HARRY K DUPREE,STUTTGART,AR,AGRICULTURE RESEARCH FACILITY
71-R-0001,1470,UNIVERSITY OF ARKANSAS,FAYETTEVILLE,AR,RESEARCH FACILITY
71-R-0104,8977,UNIVERSITY OF THE OZARKS,CLARKSVILLE,AR,RESEARCH FACILITY
71-R-0106,1419,HENDRIX COLLEGE,CONWAY,AR,RESEARCH FACILITY
71-R-0110,1409,ARKANSAS STATE UNIVERSITY - BEEBE,BEEBE,AR,RESEARCH FACILITY
86-R-0002,1043,ARIZONA STATE UNIVERSITY,TEMPE,AZ,RESEARCH FACILITY
86-R-0003,1044,THE UNIVERSITY OF ARIZONA,TUCSON,AZ,RESEARCH FACILITY
86-R-0006,1049,DIGNITY HEALTH,PHOENIX,AZ,RESEARCH FACILITY
86-R-0033,15053,PIMA COMMUNITY COLLEGE- EAST CAMPUS,TUCSON,AZ,RESEARCH FACILITY
86-R-0036,34846,MESA COMMUNITY COLLEGE,MESA,AZ,RESEARCH FACILITY
86-R-0042,329220,PIMA MEDICAL INSTITUTE,TUCSON,AZ,RESEARCH FACILITY
86-R-0043,331699,WESTERN MARICOPA EDUCATION CENTER,GLENDALE,AZ,RESEARCH FACILITY
93-R-0004,1190,STANFORD UNIVERSITY,PALO ALTO,CA,RESEARCH FACILITY
93-R-0011,1191,SABAN RESEARCH INSTITUTE OF CHILDRENS HOSPITAL,LOS ANGELES,CA,RESEARCH FACILITY
93-R-0016,1189,LOS ANGELES BIOMEDICAL RESEARCH INSTITUTE,TORRANCE,CA,RESEARCH FACILITY
93-R-0020,1185,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,RESEARCH FACILITY
93-R-0026,1182,S R I INTERNATIONAL,MENLO PARK,CA,RESEARCH FACILITY
93-R-0080,1165,COSUMNES RIVER COLLEGE,SACRAMENTO,CA,RESEARCH FACILITY
93-R-0117,1157,MOUNT SAN ANTONIO COLLEGE,WALNUT,CA,RESEARCH FACILITY
93-R-0136,1149,FOOTHILL COLLEGE,LOS ALTOS HILLS,CA,RESEARCH FACILITY
93-R-0153,1154,GIBBON CONSERVATION CENTER,SANTA CLARITA,CA,RESEARCH FACILITY
93-R-0158,7854,ANTIBODIES INC.,DAVIS,CA,RESEARCH FACILITY
93-R-0183,1138,GENENTECH INC.,SOUTH SAN FRANCISCO,CA,RESEARCH FACILITY
93-R-0189,1143,PACIFIC BIOLABS,HERCULES,CA,RESEARCH FACILITY
93-R-0232,1132,SAN JOAQUIN VALLEY COLLEGE,VISALIA,CA,RESEARCH FACILITY
93-R-0398,1761,"COMPARATIVE BIOSCIENCES, INC.",SUNNYVALE,CA,RESEARCH FACILITY
93-R-0401,1768,INTUITIVE SURGICAL,SUNNYVALE,CA,RESEARCH FACILITY
93-R-0406,1794,THERAVANCE BIOPHARMA US INC.,SOUTH SAN FRANCISCO,CA,RESEARCH FACILITY
93-R-0412,1832,AGBIO COMPANY,MODESTO,CA,RESEARCH FACILITY
93-R-0413,1836,CALIFORNIA STATE UNIVERSITY HUMBOLDT ARCATA,ARCATA,CA,RESEARCH FACILITY
93-R-0418,1841,CALIFORNIA STATE UNIVERSITY- LONG BEACH,LONG BEACH,CA,RESEARCH FACILITY
93-R-0432,9191,UNIVERSITY OF CALIFORNIA-BERKELEY,BERKELEY,CA,RESEARCH FACILITY
93-R-0433,9192,UNIVERSITY OF CALIFORNIA- DAVIS,DAVIS,CA,RESEARCH FACILITY
93-R-0435,9194,UNIVERSITY OF CALIFORNIA LOS ANGELES,LOS ANGELES,CA,RESEARCH FACILITY
93-R-0439,9198,UNIVERSITY OF CALIFORNIA-SANTA CRUZ,SANTA CRUZ,CA,RESEARCH FACILITY
93-R-0440,9199,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SAN FRANCISCO,CA,RESEARCH FACILITY
93-R-0444,10138,ABSORPTION SYSTEMS INC.,SAN DIEGO,CA,RESEARCH FACILITY
93-R-0464,15322,WESTERN UNIVERSITY OF HEALTH SCIENCES,POMONA,CA,RESEARCH FACILITY
93-R-0475,3768,THE MARINE MAMMAL CENTER,SAUSALITO,CA,RESEARCH FACILITY
93-R-0486,24058,PORTOLA PHARMACEUTICALS INC.,SOUTH SAN FRANCISCO,CA,RESEARCH FACILITY
93-R-0489,25422,GRIFOLS BIOLOGICALS LLC,LOS ANGELES,CA,RESEARCH FACILITY
93-R-0504,35685,ARAGEN BIOSCIENCE INC.,MORGAN HILL,CA,RESEARCH FACILITY
93-R-0516,40242,CARRINGTON COLLEGE,SACRAMENTO,CA,RESEARCH FACILITY
93-R-0521,43309,PRO SCI INC.,POWAY,CA,RESEARCH FACILITY
93-R-0532,322137,B T S RESEARCH,SAN DIEGO,CA,RESEARCH FACILITY
93-R-0544,324991,COLLEGE OF THE SEQUOIAS,TULARE,CA,RESEARCH FACILITY
93-R-0552,329051,YUBA COLLEGE,MARYSVILLE,CA,RESEARCH FACILITY
93-R-0557,330987,SIERRA RESEARCH LABORATORIES INC.,MODESTO,CA,RESEARCH FACILITY
93-R-0560,331267,GLOBAL MEDICAL DEVICES INC.,EL CAJON,CA,RESEARCH FACILITY
93-R-0564,331759,MOLECULAR MATRIX INC.,WEST SACRAMENTO,CA,RESEARCH FACILITY
93-R-0567,333052,UNIVERSITY OF CALIFORNIA MERCED,MERCED,CA,RESEARCH FACILITY
93-R-0575,335594,JOINN LABORATORIES C A INC.,RICHMOND,CA,RESEARCH FACILITY
93-R-0578,502192,VERB SURGICAL,MOUNTAIN VIEW,CA,RESEARCH FACILITY
93-R-0579,503718,PRECLINICAL MEDEVICE INNOVATIONS LLC,SAN CARLOS,CA,RESEARCH FACILITY
93-R-0581,1838,CALIFORNIA STATE UNIVERSITY- FRESNO,FRESNO,CA,RESEARCH FACILITY
84-R-0013,1092,BEL-REA INSTITUTE OF ANIMAL TECHNOLOGY,DENVER,CO,RESEARCH FACILITY
84-R-0045,1096,COLORADO PARKS AND WILDLIFE,FORT COLLINS,CO,RESEARCH FACILITY
84-R-0059,1834,UNIVERSITY OF COLORADO- DENVER,AURORA,CO,RESEARCH FACILITY
84-R-0084,329634,"N E K SERVICES, INC.",COLORADO SPRINGS,CO,RESEARCH FACILITY
84-R-0086,326713,KYLE TAITT,FORT COLLINS,CO,RESEARCH FACILITY
84-R-0087,331127,COLORADO ACADEMY OF VETERINARY TECHNOLOGY,COLORADO SPRINGS,CO,RESEARCH FACILITY
84-R-0089,331569,NOVUS BIOLOGICALS,CENTENNIAL,CO,RESEARCH FACILITY
16-R-0001,48,YALE UNIVERSITY,NEW HAVEN,CT,RESEARCH FACILITY
16-R-0007,51,HARTFORD HOSPITAL,HARTFORD,CT,RESEARCH FACILITY
16-R-0008,52,UNIVERSITY OF CONNECTICUT,STORRS,CT,RESEARCH FACILITY
16-R-0017,39,CONNECTICUT COLLEGE,NEW LONDON,CT,RESEARCH FACILITY
16-R-0025,44,UCONN HEALTH CENTER,FARMINGTON,CT,RESEARCH FACILITY
16-R-0026,46,QUINNIPIAC UNIVERSITY,HAMDEN,CT,RESEARCH FACILITY
16-R-0029,55,BOEHRINGER INGELHEIM PHARMACEUTICALS INC,RIDGEFIELD,CT,RESEARCH FACILITY
16-R-0040,10301,NORTHWESTERN C T COMMUNITY COLLEGE,WINSTED,CT,RESEARCH FACILITY
16-R-0049,41906,COVIDIEN L P,NO HAVEN,CT,RESEARCH FACILITY
10-R-0001,66,MEDSTAR HEALTH RESEARCH INSTITUTE,WASHINGTON,DC,RESEARCH FACILITY
10-R-0004,69,GEORGETOWN UNIVERSITY,WASHINGTON,DC,RESEARCH FACILITY
50-R-0006,45,UNIVERSITY OF DELAWARE,NEWARK,DE,RESEARCH FACILITY
50-R-0016,330114,DELAWARE TECHNICAL COMMUNITY COLLEGE,GEORGETOWN,DE,RESEARCH FACILITY
58-R-0003,859,UNIVERSITY OF FLORIDA,GAINESVILLE,FL,RESEARCH FACILITY
58-R-0015,930,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,RESEARCH FACILITY
58-R-0023,914,ST PETERSBURG COLLEGE,LARGO,FL,RESEARCH FACILITY
58-R-0041,909,MOTE MARINE LABORATORY,SARASOTA,FL,RESEARCH FACILITY
58-R-0128,9738,LEMUR CONSERVATION FOUNDATION,MYAKKA CITY,FL,RESEARCH FACILITY
58-R-0131,3082,LUBEE FOUNDATION INC,GAINESVILLE,FL,RESEARCH FACILITY
58-R-0138,38000,HILLSBOROUGH COMMUNITY COLLEGE,PLANT CITY,FL,RESEARCH FACILITY
58-R-0148,324274,PENSACOLA STATE COLLEGE,PENSACOLA,FL,RESEARCH FACILITY
58-R-0153,40853,FLORIDA HOSPITAL - NICHOLSON CENTER,CELEBRATION,FL,RESEARCH FACILITY
58-R-0156,328622,UNIVERSITY OF WEST FLORIDA,PENSACOLA,FL,RESEARCH FACILITY
58-R-0164,505364,FLORIDA INSTITUTE OF TECHNOLOGY,MELBOURNE,FL,RESEARCH FACILITY
57-G-0001,334023,U S NATIONAL POULTRY RESEARCH CENTER,ATHENS,GA,AGRICULTURE RESEARCH FACILITY
57-R-0002,895,AUGUSTA UNIVERSITY,AUGUSTA,GA,RESEARCH FACILITY
57-R-0004,910,MERCER UNIVERSITY,MACON,GA,RESEARCH FACILITY
57-R-0005,900,UNIVERSITY OF GEORGIA,ATHENS,GA,RESEARCH FACILITY
57-R-0015,884,T R S LABS INC,ATHENS,GA,RESEARCH FACILITY
57-R-0017,885,FORT VALLEY STATE UNIVERSITY,FORT VALLEY,GA,RESEARCH FACILITY
57-R-0023,880,DIFCO LABORATORIES,GRAYSON,GA,RESEARCH FACILITY
57-R-0121,37673,GEORGIA SOUTHERN UNIVERSITY,STATESBORO,GA,RESEARCH FACILITY
57-R-0122,38366,TRANSLATIONAL TESTING AND TRAINING LABORATORIES,ATLANTA,GA,RESEARCH FACILITY
57-R-0127,18033,OGEECHEE TECHNICAL COLLEGE,STATESBORO,GA,RESEARCH FACILITY
57-R-0129,502326,COLUMBUS STATE UNIVERSITY,COLUMBUS,GA,RESEARCH FACILITY
42-R-0001,1573,DIAMOND ANIMAL HEALTH INC.,DES MOINES,IA,RESEARCH FACILITY
42-R-0002,1574,DES MOINES UNIVERSITY - O M C,DES MOINES,IA,RESEARCH FACILITY
42-R-0031,1653,TRANS OVA GENETICS,SIOUX CENTER,IA,RESEARCH FACILITY
42-R-0042,42217,DES MOINES AREA COMMUNITY COLLEGE,ANKENY,IA,RESEARCH FACILITY
42-R-0044,42842,EXEMPLAR GENETICS,SIOUX CENTER,IA,RESEARCH FACILITY
42-R-0052,332105,APE COGNITION AND CONSERVATION INITIATIVE,DES MOINES,IA,RESEARCH FACILITY
42-R-0053,28833,STRUVE LABS INTERNATIONAL INC,MANNING,IA,RESEARCH FACILITY
33-R-0001,810,ILLINOIS WESLEYAN UNIVERSITY,BLOOMINGTON,IL,RESEARCH FACILITY
33-R-0008,694,I I T RESEARCH INSTITUTE,CHICAGO,IL,RESEARCH FACILITY
33-R-0010,596,MIDWESTERN UNIVERSITY,DOWNERS GROVE,IL,RESEARCH FACILITY
33-R-0014,598,SOUTHERN ILLINOIS UNIVERSITY,CARBONDALE,IL,RESEARCH FACILITY
33-R-0024,583,LOYOLA UNIVERSITY CHICAGO,MAYWOOD,IL,RESEARCH FACILITY
33-R-0027,585,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE & SCIENCE,NORTH CHICAGO,IL,RESEARCH FACILITY
33-R-0029,603,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,URBANA,IL,RESEARCH FACILITY
33-R-0088,572,WHEATON COLLEGE,WHEATON,IL,RESEARCH FACILITY
33-R-0090,573,"TOX MONITOR LABORATORIES, INC.",OAK PARK,IL,RESEARCH FACILITY
33-R-0100,571,PARKLAND COLLEGE,CHAMPAIGN,IL,RESEARCH FACILITY
33-R-0104,566,UNIVERSITY OF ILLINOIS AT CHICAGO,ROCKFORD,IL,RESEARCH FACILITY
33-R-0153,331179,NEW MEDIA ARTS TRAINING CENTER,ROCKFORD,IL,RESEARCH FACILITY
32-R-0002,799,INDIANA UNIVERSITY AT BLOOMINGTON,BLOOMINGTON,IN,RESEARCH FACILITY
32-R-0007,779,PURDUE UNIVERSITY,WEST LAFAYETTE,IN,RESEARCH FACILITY
32-R-0015,788,INDIANA UNIV -PURDUE UNIV-INDIANAPOLIS,INDIANAPOLIS,IN,RESEARCH FACILITY
32-R-0016,776,UNIVERSITY OF NOTRE DAME,NOTRE DAME,IN,RESEARCH FACILITY
32-R-0018,789,INDIANA UNIVERSITY SCHOOL OF DENTISTRY,INDIANAPOLIS,IN,RESEARCH FACILITY
32-R-0019,778,INDIANA STATE UNIVERSITY,TERRE HAUTE,IN,RESEARCH FACILITY
